autocoe_actionname,autocoe_desktopflowactionid,autocoe_dlpsupport,importsequencenumber,autocoe_moduledisplayname,autocoe_modulename,autocoe_modulesource,autocoe_selectorid,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit
Connect to Exchange server,539b09e1-e2ce-ec11-a7b5-002248040e15,true,,Exchange,Exchange,Microsoft,Exchange.ConnectToExchangeServer.ConnectToServer,Active,Active,,,4089494,40e6dccd-3039-ec11-b6e5-00224805ed01
Get first free row on column from Excel worksheet,529b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.GetFirstFreeRowOnColumn,Active,Active,,,4089493,40e6dccd-3039-ec11-b6e5-00224805ed01
Connect to Exchange server,519b09e1-e2ce-ec11-a7b5-002248040e15,true,,Exchange,Exchange,Microsoft,Exchange.ConnectToExchangeServer.ConnectWithCredentials,Active,Active,,,4089492,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete column from Excel worksheet,4f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.DeleteColumn,Active,Active,,,4089490,40e6dccd-3039-ec11-b6e5-00224805ed01
Find and replace cells in Excel worksheet,b8bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.FindAndReplace.FindAndReplaceAll,Active,Active,,,4089489,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete row from Excel worksheet,4d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.DeleteRow,Active,Active,,,4089488,40e6dccd-3039-ec11-b6e5-00224805ed01
Find and replace cells in Excel worksheet,4e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.FindAndReplace.FindAll,Active,Active,,,4089487,40e6dccd-3039-ec11-b6e5-00224805ed01
Find and replace cells in Excel worksheet,b6bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.FindAndReplace.FindSingle,Active,Active,,,4089486,40e6dccd-3039-ec11-b6e5-00224805ed01
Find and replace cells in Excel worksheet,b7bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.FindAndReplace.FindAndReplaceSingle,Active,Active,,,4089485,40e6dccd-3039-ec11-b6e5-00224805ed01
Insert row to Excel worksheet,b5bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.InsertRow,Active,Active,,,4089484,40e6dccd-3039-ec11-b6e5-00224805ed01
Insert column to Excel worksheet,509b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.InsertColumn,Active,Active,,,4089483,40e6dccd-3039-ec11-b6e5-00224805ed01
Paste cells to Excel worksheet,b0bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.PasteCellsToExcel.Paste,Active,Active,,,4089479,40e6dccd-3039-ec11-b6e5-00224805ed01
Paste cells to Excel worksheet,acbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.PasteCellsToExcel.PasteAt,Active,Active,,,4089478,40e6dccd-3039-ec11-b6e5-00224805ed01
Copy cells from Excel worksheet,abbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.CopyCellsFromExcel.CopyCell,Active,Active,,,4089477,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete from Excel worksheet,4c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.DeleteCells.DeleteCells,Active,Active,,,4089476,40e6dccd-3039-ec11-b6e5-00224805ed01
Copy cells from Excel worksheet,4b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.CopyCellsFromExcel.CopyAllCells,Active,Active,,,4089475,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete from Excel worksheet,4a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.DeleteCells.DeleteCell,Active,Active,,,4089474,40e6dccd-3039-ec11-b6e5-00224805ed01
Copy cells from Excel worksheet,a9bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.CopyCellsFromExcel.Copy,Active,Active,,,4089473,40e6dccd-3039-ec11-b6e5-00224805ed01
Copy cells from Excel worksheet,aabdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.CopyCellsFromExcel.CopyCells,Active,Active,,,4089472,40e6dccd-3039-ec11-b6e5-00224805ed01
Activate cell in Excel worksheet,a5bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.ActivateCellInExcel.ActivateCellRelativeTo,Active,Active,,,4089470,40e6dccd-3039-ec11-b6e5-00224805ed01
Select cells in Excel worksheet,489b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.SelectCellsFromExcel.SelectCells,Active,Active,,,4089469,40e6dccd-3039-ec11-b6e5-00224805ed01
Get selected cell range from Excel worksheet,459b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.GetSelectedCellRange,Active,Active,,,4089468,40e6dccd-3039-ec11-b6e5-00224805ed01
Activate cell in Excel worksheet,a7bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.ActivateCellInExcel.ActivateCell,Active,Active,,,4089467,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete Excel worksheet,469b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.DeleteWorksheet.DeleteWorksheetByName,Active,Active,,,4089466,40e6dccd-3039-ec11-b6e5-00224805ed01
Rename Excel worksheet,a4bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.RenameWorksheet.RenameWorksheetWithName,Active,Active,,,4089465,40e6dccd-3039-ec11-b6e5-00224805ed01
Select cells in Excel worksheet,a6bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.SelectCellsFromExcel.SelectCellsRelativeTo,Active,Active,,,4089464,40e6dccd-3039-ec11-b6e5-00224805ed01
Rename Excel worksheet,449b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.RenameWorksheet.RenameWorksheetWithIndex,Active,Active,,,4089463,40e6dccd-3039-ec11-b6e5-00224805ed01
Set active Excel worksheet,439b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.SetActiveWorksheet.ActivateWorksheetByName,Active,Active,,,4089462,40e6dccd-3039-ec11-b6e5-00224805ed01
Get column name on Excel worksheet,429b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.GetColumnName,Active,Active,,,4089461,40e6dccd-3039-ec11-b6e5-00224805ed01
Add new worksheet,419b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.AddWorksheet,Active,Active,,,4089459,40e6dccd-3039-ec11-b6e5-00224805ed01
Get first free column/row from Excel worksheet,409b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.GetFirstFreeColumnRow,Active,Active,,,4089458,40e6dccd-3039-ec11-b6e5-00224805ed01
Get active Excel worksheet,3f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.GetActiveWorksheet,Active,Active,,,4089457,40e6dccd-3039-ec11-b6e5-00224805ed01
Get all Excel worksheets,3e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.GetAllWorksheets,Active,Active,,,4089456,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete Excel worksheet,9ebdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.DeleteWorksheet.DeleteWorksheetByIndex,Active,Active,,,4089455,40e6dccd-3039-ec11-b6e5-00224805ed01
Run Excel macro,9dbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.RunMacro,Active,Active,,,4089454,40e6dccd-3039-ec11-b6e5-00224805ed01
Save Excel,3d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.SaveExcel.Save,Active,Active,,,4089452,40e6dccd-3039-ec11-b6e5-00224805ed01
Close Excel,97bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.CloseExcel.Close,Active,Active,,,4089451,40e6dccd-3039-ec11-b6e5-00224805ed01
Write to Excel worksheet,96bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.WriteToExcel.Write,Active,Active,,,4089450,40e6dccd-3039-ec11-b6e5-00224805ed01
Set active Excel worksheet,94bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.SetActiveWorksheet.ActivateWorksheetByIndex,Active,Active,,,4089449,40e6dccd-3039-ec11-b6e5-00224805ed01
Close Excel,3c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.CloseExcel.CloseAndSave,Active,Active,,,4089448,40e6dccd-3039-ec11-b6e5-00224805ed01
Close Excel,95bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.CloseExcel.CloseAndSaveAs,Active,Active,,,4089447,40e6dccd-3039-ec11-b6e5-00224805ed01
Write to Excel worksheet,3a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.WriteToExcel.WriteCell,Active,Active,,,4089446,40e6dccd-3039-ec11-b6e5-00224805ed01
Save Excel,3b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.SaveExcel.SaveAs,Active,Active,,,4089445,40e6dccd-3039-ec11-b6e5-00224805ed01
Get active cell on Excel worksheet,8dbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.GetActiveCell,Active,Active,,,4089443,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch Excel,8abdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.LaunchExcel.LaunchUnderExistingProcess,Active,Active,,,4089442,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from Excel worksheet,89bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.ReadFromExcel.ReadCell,Active,Active,,,4089441,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from Excel worksheet,88bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.ReadFromExcel.ReadAllCells,Active,Active,,,4089440,40e6dccd-3039-ec11-b6e5-00224805ed01
Attach to running Excel,8bbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Excel,Excel,Microsoft,Excel.Attach,Active,Active,,,4089439,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from Excel worksheet,399b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.ReadFromExcel.ReadCells,Active,Active,,,4089438,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch Excel,389b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.LaunchExcel.LaunchAndOpenUnderExistingProcess,Active,Active,,,4089437,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from Excel worksheet,379b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.ReadFromExcel.Read,Active,Active,,,4089436,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch Excel,369b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.LaunchExcel.LaunchAndOpen,Active,Active,,,4089434,40e6dccd-3039-ec11-b6e5-00224805ed01
Process email messages,359b09e1-e2ce-ec11-a7b5-002248040e15,true,,Email,Email,Microsoft,Email.ProcessEmails.Move,Active,Active,,,4089433,40e6dccd-3039-ec11-b6e5-00224805ed01
Process email messages,80bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Email,Email,Microsoft,Email.ProcessEmails.MarkAsUnread,Active,Active,,,4089431,40e6dccd-3039-ec11-b6e5-00224805ed01
Send email,349b09e1-e2ce-ec11-a7b5-002248040e15,true,,Email,Email,Microsoft,Email.SendEmail.AuthenticateAndSend,Active,Active,,,4089430,40e6dccd-3039-ec11-b6e5-00224805ed01
Process email messages,7fbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Email,Email,Microsoft,Email.ProcessEmails.MarkAsUnreadAndMove,Active,Active,,,4089429,40e6dccd-3039-ec11-b6e5-00224805ed01
Process email messages,339b09e1-e2ce-ec11-a7b5-002248040e15,true,,Email,Email,Microsoft,Email.ProcessEmails.Delete,Active,Active,,,4089428,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch Excel,329b09e1-e2ce-ec11-a7b5-002248040e15,true,,Excel,Excel,Microsoft,Excel.LaunchExcel.Launch,Active,Active,,,4089427,40e6dccd-3039-ec11-b6e5-00224805ed01
Send email,319b09e1-e2ce-ec11-a7b5-002248040e15,true,,Email,Email,Microsoft,Email.SendEmail.Send,Active,Active,,,4089426,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select file dialog,309b09e1-e2ce-ec11-a7b5-002248040e15,true,,Message boxes,Display,Microsoft,Display.SelectFileDialog.SelectFile,Active,Active,,,4089424,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select from list dialog,2c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Message boxes,Display,Microsoft,Display.SelectFromListDialog.SelectFromListOrInsertValue,Active,Active,,,4089423,40e6dccd-3039-ec11-b6e5-00224805ed01
Retrieve email messages,2f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Email,Email,Microsoft,Email.RetrieveEmails.Retrieve,Active,Active,,,4089422,40e6dccd-3039-ec11-b6e5-00224805ed01
Display custom form,78bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Message boxes,Display,Microsoft,Display.ShowCustomDialog,Active,Active,,,4089421,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select from list dialog,79bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Message boxes,Display,Microsoft,Display.SelectFromListDialog.SelectItemsFromList,Active,Active,,,4089420,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select file dialog,77bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Message boxes,Display,Microsoft,Display.SelectFileDialog.SelectFiles,Active,Active,,,4089419,40e6dccd-3039-ec11-b6e5-00224805ed01
Retrieve email messages,2e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Email,Email,Microsoft,Email.RetrieveEmails.RetrieveAndSaveAttachments,Active,Active,,,4089418,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select folder dialog,2d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Message boxes,Display,Microsoft,Display.SelectFolder,Active,Active,,,4089417,40e6dccd-3039-ec11-b6e5-00224805ed01
Display input dialog,74bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Message boxes,Display,Microsoft,Display.InputDialog,Active,Active,,,4089415,40e6dccd-3039-ec11-b6e5-00224805ed01
Get current date and time,73bdace1-e2ce-ec11-a7b5-00224804cf74,false,,Date time,DateTime,Microsoft,DateTime.GetCurrentDateTime.Current,Active,Active,,,4089414,40e6dccd-3039-ec11-b6e5-00224805ed01
Display message,72bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Message boxes,Display,Microsoft,Display.ShowMessageDialog.ShowMessage,Active,Active,,,4089413,40e6dccd-3039-ec11-b6e5-00224805ed01
Display message,2b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Message boxes,Display,Microsoft,Display.ShowMessageDialog.ShowMessageWithTimeout,Active,Active,,,4089412,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select from list dialog,70bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Message boxes,Display,Microsoft,Display.SelectFromListDialog.SelectFromList,Active,Active,,,4089411,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select date dialog,2a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Message boxes,Display,Microsoft,Display.SelectDateDialog.SelectDate,Active,Active,,,4089410,40e6dccd-3039-ec11-b6e5-00224805ed01
Display select date dialog,299b09e1-e2ce-ec11-a7b5-002248040e15,true,,Message boxes,Display,Microsoft,Display.SelectDateDialog.SelectDateRange,Active,Active,,,4089409,40e6dccd-3039-ec11-b6e5-00224805ed01
Get current date and time,71bdace1-e2ce-ec11-a7b5-00224804cf74,false,,Date time,DateTime,Microsoft,DateTime.GetCurrentDateTime.Local,Active,Active,,,4089408,40e6dccd-3039-ec11-b6e5-00224805ed01
Open SQL connection,67bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Database,Database,Microsoft,Database.Connect,Active,Active,,,4089406,40e6dccd-3039-ec11-b6e5-00224805ed01
Get password from CyberArk,6abdace1-e2ce-ec11-a7b5-00224804cf74,true,,CyberArk,CyberArk,3rd Party,CyberArk.GetPassword.GetPassword,Active,Active,,,4089405,40e6dccd-3039-ec11-b6e5-00224805ed01
Execute SQL statement,289b09e1-e2ce-ec11-a7b5-002248040e15,true,,Database,Database,Microsoft,Database.ExecuteSqlStatement.Execute,Active,Active,,,4089404,40e6dccd-3039-ec11-b6e5-00224805ed01
Close SQL connection,69bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Database,Database,Microsoft,Database.Close,Active,Active,,,4089403,40e6dccd-3039-ec11-b6e5-00224805ed01
Get password from CyberArk,259b09e1-e2ce-ec11-a7b5-002248040e15,true,,CyberArk,CyberArk,3rd Party,CyberArk.GetPassword.GetPasswordWithStoreCertificate,Active,Active,,,4089402,40e6dccd-3039-ec11-b6e5-00224805ed01
Add to datetime,279b09e1-e2ce-ec11-a7b5-002248040e15,false,,Date time,DateTime,Microsoft,DateTime.Add,Active,Active,,,4089401,40e6dccd-3039-ec11-b6e5-00224805ed01
Execute SQL statement,269b09e1-e2ce-ec11-a7b5-002248040e15,true,,Database,Database,Microsoft,Database.ExecuteSqlStatement.ConnectAndExecute,Active,Active,,,4089400,40e6dccd-3039-ec11-b6e5-00224805ed01
Subtract dates,68bdace1-e2ce-ec11-a7b5-00224804cf74,false,,Date time,DateTime,Microsoft,DateTime.Subtract,Active,Active,,,4089399,40e6dccd-3039-ec11-b6e5-00224805ed01
Get password from CyberArk,61bdace1-e2ce-ec11-a7b5-00224804cf74,true,,CyberArk,CyberArk,3rd Party,CyberArk.GetPassword.GetPasswordWithFileCertificate,Active,Active,,,4089398,40e6dccd-3039-ec11-b6e5-00224805ed01
Hash text with key,60bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.HashTextWithKey,Active,Active,,,4089397,40e6dccd-3039-ec11-b6e5-00224805ed01
Hash from file,5ebdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.HashFromFile,Active,Active,,,4089396,40e6dccd-3039-ec11-b6e5-00224805ed01
Hash text,5fbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.HashText,Active,Active,,,4089395,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt to file with AES,239b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptToFile.DecryptToFileWithAESUseIV,Active,Active,,,4089394,40e6dccd-3039-ec11-b6e5-00224805ed01
Hash from file with key,249b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.HashFromFileWithKey,Active,Active,,,4089393,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt to file with AES,229b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptToFile.DecryptToFileWithAESUseSalt,Active,Active,,,4089392,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt to file with AES,5dbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptToFile.DecryptToFileWithAESUseSaltAndIV,Active,Active,,,4089391,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt from file with AES,5bbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptFromFile.EncryptFromFileWithAESUseSaltAndIV,Active,Active,,,4089388,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt text with AES,219b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptText.DecryptTextWithAESUseSalt,Active,Active,,,4089387,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt text with AES,209b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptText.DecryptTextWithAESUseSaltAndIV,Active,Active,,,4089386,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt from file with AES,59bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptFromFile.EncryptFromFileWithAESUseSalt,Active,Active,,,4089385,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt from file with AES,1f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptFromFile.EncryptFromFileWithAES,Active,Active,,,4089384,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt from file with AES,5abdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptFromFile.EncryptFromFileWithAESUseIV,Active,Active,,,4089383,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt to file with AES,57bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptToFile.DecryptToFileWithAES,Active,Active,,,4089382,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt text with AES,58bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptText.DecryptTextWithAESUseIV,Active,Active,,,4089381,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt text with AES,54bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptText.EncryptTextWithAESUseSalt,Active,Active,,,4089380,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrypt text with AES,1e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.DecryptText.DecryptTextWithAES,Active,Active,,,4089379,40e6dccd-3039-ec11-b6e5-00224805ed01
Spell check,1b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.SpellCheckMicrosoft,Active,Active,,,4089378,40e6dccd-3039-ec11-b6e5-00224805ed01
Zip files,1d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Compression,Compression,Microsoft,Compression.ZipFiles,Active,Active,,,4089377,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt text with AES,1c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptText.EncryptTextWithAES,Active,Active,,,4089376,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt text with AES,55bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptText.EncryptTextWithAESUseIV,Active,Active,,,4089375,40e6dccd-3039-ec11-b6e5-00224805ed01
Unzip files,52bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Compression,Compression,Microsoft,Compression.UnzipFiles,Active,Active,,,4089374,40e6dccd-3039-ec11-b6e5-00224805ed01
Encrypt text with AES,53bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Cryptography,Cryptography,Microsoft,Cryptography.EncryptText.EncryptTextWithAESUseSaltAndIV,Active,Active,,,4089373,40e6dccd-3039-ec11-b6e5-00224805ed01
Sentiment,51bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.SentimentMicrosoft,Active,Active,,,4089371,40e6dccd-3039-ec11-b6e5-00224805ed01
Tag image,189b09e1-e2ce-ec11-a7b5-002248040e15,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.TagImageMicrosoft.TagImageFromFile,Active,Active,,,4089370,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe image,50bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.DescribeImageMicrosoft.DescribeImageFromFile,Active,Active,,,4089369,40e6dccd-3039-ec11-b6e5-00224805ed01
OCR,1a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.OCRMicrosoft.OCRFromFile,Active,Active,,,4089368,40e6dccd-3039-ec11-b6e5-00224805ed01
OCR,199b09e1-e2ce-ec11-a7b5-002248040e15,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.OCRMicrosoft.OCRFromURL,Active,Active,,,4089367,40e6dccd-3039-ec11-b6e5-00224805ed01
Detect language,4dbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.DetectLanguage,Active,Active,,,4089366,40e6dccd-3039-ec11-b6e5-00224805ed01
Tag image,4ebdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.TagImageMicrosoft.TagImageFromURL,Active,Active,,,4089365,40e6dccd-3039-ec11-b6e5-00224805ed01
Key phrases,4fbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.KeyPhrasesMicrosoft,Active,Active,,,4089364,40e6dccd-3039-ec11-b6e5-00224805ed01
Translate,47bdace1-e2ce-ec11-a7b5-00224804cf74,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.TranslateIBM.TranslateWithModelId,Active,Active,,,4089363,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze tone,46bdace1-e2ce-ec11-a7b5-00224804cf74,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.AnalyzeToneIBM.AnalyzeFromFile,Active,Active,,,4089362,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze tone,179b09e1-e2ce-ec11-a7b5-002248040e15,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.AnalyzeToneIBM.AnalyzeFromText,Active,Active,,,4089361,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze image,43bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.AnalyzeImageMicrosoft.AnalyzeImageFromUrl,Active,Active,,,4089359,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe image,40bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.DescribeImageMicrosoft.DescribeImageFromUrl,Active,Active,,,4089358,40e6dccd-3039-ec11-b6e5-00224805ed01
